ticker,fund_name,initial_date,return_1999,return_2000,return_2001,return_2002,return_2003,return_2004,return_2005,return_2006,return_2007,return_2008,return_2009,return_2010,return_2011,return_2012,return_2013,return_2014,return_2015,return_2016,return_2017,return_2018,return_2019,return_2020,return_2021,return_2022,return_2023,inception_year,count_year_returns,flag_yrs_5,flag_yrs_10,flag_yrs_15,flag_yrs_20,return_5_yrs,return_10_yrs,return_15_yrs,return_20_yrs
FEBT,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer10 Feb E,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14734123934363597,2023,1,0,0,0,0,NA,NA,NA,NA
FEBW,AIM ETF Products Trust AllianzIM U.S. Large Cap Buffer20 Feb E,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10625796511560526,2023,1,0,0,0,0,NA,NA,NA,NA
FEBZ,TrueShares Structured Outcome (February) ETF,2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20526256491078665,-0.10325150041511376,0.2065157124810435,2021,3,0,0,0,0,NA,NA,NA,NA
FEDL,ETRACS 2x Leveraged IFED Invest with the Fed TR Index ETN,2021-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191543389324643,-0.1106192330325344,0.340158010743177,2021,3,0,0,0,0,NA,NA,NA,NA
FEIG,FlexShares ESG & Climate Investment Grade Corporate Core Index,2021-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01461220872880719,-0.1590783386549186,0.0780130119021809,2021,3,0,0,0,0,NA,NA,NA,NA
FELC,Fidelity Covington Trust Fidelity Enhanced Large Cap Core ETF,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05675170885663205,2023,1,0,0,0,0,NA,NA,NA,NA
FELG,Fidelity Covington Trust Fidelity Enhanced Large Cap Growth ET,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04201932438382561,2023,1,0,0,0,0,NA,NA,NA,NA
FELV,Fidelity Covington Trust Fidelity Enhanced Large Cap Value ETF,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07190718256309725,2023,1,0,0,0,0,NA,NA,NA,NA
FENY,Fidelity MSCI Energy Index ETF,2013-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03670666687052648,-0.09872893242817736,-0.23139043999886855,0.2711061495263887,-0.02296559799229802,-0.19991629371184672,0.09112222765703848,-0.3315382773606239,0.5561834296494828,0.6293970004241305,-3.790080515212457e-4,2013,11,1,1,0,0,0.1307708457942327,0.024391892691281836,NA,NA
FEPI,REX FANG & Innovation Equity Premium Income ETF,2023-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1170031609367952,2023,1,0,0,0,0,NA,NA,NA,NA
FESM,Fidelity Covington Trust Fidelity Enhanced Small Cap ETF,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12190735790931129,2023,1,0,0,0,0,NA,NA,NA,NA
FEUS,FlexShares ESG & Climate US Large Cap Core Index Fund,2021-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09973654548021682,-0.19100839677349413,0.2553962093522739,2021,3,0,0,0,0,NA,NA,NA,NA
FEX,First Trust Large Cap Core AlphaDEX Fund,2007-05-10,NA,NA,NA,NA,NA,NA,NA,NA,-0.05380281818237409,-0.387142412528227,0.36854779066292953,0.2063255722969828,-0.00417154538574382,0.14462193756652764,0.3596947360827665,0.12245499502011392,-0.03962124676611545,0.1427378843823892,0.21409779517600216,-0.0988781064807771,0.2692663983968111,0.1428560837272539,0.2681938273217388,-0.11857390887711328,0.14302776347610302,2007,17,1,1,1,0,0.13134361133921768,0.0958643428991397,0.13163237855880983,NA
FFEB,FT Vest U.S. Equity Buffer ETF - February,2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09827360256795492,0.16263594182656171,-0.07506493217952126,0.19950512849576452,2020,4,0,0,0,0,NA,NA,NA,NA
FFND,The Future Fund Active ETF,2021-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04887263294585831,-0.39837530480927774,0.4004798047209688,2021,3,0,0,0,0,NA,NA,NA,NA
FFOG,Franklin Templeton ETF Trust Franklin Focused Growth ETF,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1241301887995634,2023,1,0,0,0,0,NA,NA,NA,NA
FGRO,Fidelity Growth Opportunities ETF,2021-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01173033017497826,-0.3785967762983419,0.4971586226082685,2021,3,0,0,0,0,NA,NA,NA,NA
FHLC,Fidelity MSCI Health Care Index ETF,2013-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05773509278688937,0.2506987692927636,0.0706376412291514,-0.03759711848215963,0.23345101588064288,0.05528141492705596,0.2193808078907402,0.1813468763536248,0.19993403151798628,-0.05880303939025444,0.02583718257027922,2013,11,1,1,0,0,0.10786444112524962,0.10842814752438446,NA,NA
FIDU,Fidelity MSCI Industrials Index ETF,2013-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07909822534103195,0.06675403827215654,-0.03643700797185478,0.20089052250367145,0.2223716321718676,-0.13849906854694405,0.3069011492011151,0.13717365864732445,0.20627231334020335,-0.08364193712946277,0.22623588261745065,2013,11,1,1,0,0,0.1503521893680575,0.10104760234996935,NA,NA
FITE,SPDR S&P Kensho Future Security ETF,2017-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003495434669041,-0.00531270299474107,0.3396111245402411,0.20375690436817304,0.14454889402862325,-0.17979079516514818,0.28481043879639123,2017,7,1,0,0,0,0.14230773186274615,NA,NA,NA
FIVG,Defiance Next Gen Connectivity ETF,2019-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06811380571805015,0.2978296894375163,0.25677741479974614,-0.27263901327171725,0.21828591267993055,2019,5,0,0,0,0,NA,NA,NA,NA
FJAN,FT Vest U.S. Equity Buffer ETF - January,2021-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12582560698628775,-0.03960101109059721,0.2165546667412361,2021,3,0,0,0,0,NA,NA,NA,NA
FJUL,FT Vest U.S. Equity Buffer ETF - July,2020-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08272127245293293,0.10801567002792378,-0.06247606691890162,0.2132695281936634,2020,4,0,0,0,0,NA,NA,NA,NA
FJUN,FT Vest U.S. Equity Buffer ETF - June,2020-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11668303635646526,0.11473438308607786,-0.04947475217625774,0.22299178371236208,2020,4,0,0,0,0,NA,NA,NA,NA
FLCA,Franklin FTSE Canada ETF,2017-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02486489059046248,-0.15551826781233602,0.2842002540925479,0.06306526979075167,0.2867265349282455,-0.11929973861066556,0.14712424025127646,2017,7,1,0,0,0,0.12156256243745545,NA,NA,NA
FLDZ,RiverNorth Patriot ETF,2022-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11728680955478944,0.12156579135386548,2022,2,0,0,0,0,NA,NA,NA,NA
FLLV,Franklin U.S. Low Volatility ETF,2016-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00863418573051189,0.1965622752576208,-0.01029995550144913,0.3272332362994048,0.1233260860902583,0.233599180964442,-0.08538482895470001,0.1386657323064786,2016,8,1,0,0,0,0.13881286175260255,NA,NA,NA
FLMX,Franklin FTSE Mexico ETF,2017-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00921365588290246,-0.13321511468862823,0.12130759936782588,-0.03498112655228125,0.1958336360191546,0.02397045344747406,0.3934553792254749,2017,7,1,0,0,0,0.13047865289469884,NA,NA,NA
FLOW,Global X Funds Global X U.S. Cash Flow Kings 100 ETF,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07922965376999613,2023,1,0,0,0,0,NA,NA,NA,NA
FLQL,Franklin U.S. Large Cap Multifactor Index ETF,2017-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15039069063200872,-0.02795268387621397,0.2908827902521085,0.1067183230754052,0.2657933845868419,-0.14829565686230295,0.23580675891156644,2017,7,1,0,0,0,0.13737907010820782,NA,NA,NA
FLQM,Franklin U.S. Mid Cap Multifactor Index ETF,2017-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10316656756207788,-0.04243278344166257,0.2856021740846586,0.15494846191425515,0.28758215358376527,-0.1295309711046145,0.174701636557836,2017,7,1,0,0,0,0.14347061828595997,NA,NA,NA
FLQS,Franklin U.S. Small Cap Multifactor Index ETF,2017-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07412435930739925,-0.05857310013312211,0.1833164924687185,0.10510463973190444,0.26586214715068635,-0.16875486748764912,0.20861194787114945,2017,7,1,0,0,0,0.10708596823909566,NA,NA,NA
FLRG,Fidelity U.S. Multifactor ETF,2020-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102944803428056,0.2935610863570397,-0.1098012303266056,0.18311390051915843,2020,4,0,0,0,0,NA,NA,NA,NA
FLV,American Century Focused Large Cap Value ETF,2020-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39272288298428104,0.1730482225314769,0.00941224615754388,0.06224034951328616,2020,4,0,0,0,0,NA,NA,NA,NA
FLYD,Bank of Montreal MicroSectors Travel -3x Inverse Leveraged ETN,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4622652754270653,-0.751385230062463,2022,2,0,0,0,0,NA,NA,NA,NA
FLYU,Bank of Montreal MicroSectors Travel 3x Leveraged ETN,2022-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17795818552230835,1.1115907821889937,2022,2,0,0,0,0,NA,NA,NA,NA
FMAG,Fidelity Magellan ETF,2021-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2536898855189669,-0.2692196062371769,0.31251064937929107,2021,3,0,0,0,0,NA,NA,NA,NA
FMAR,FT Vest U.S. Equity Buffer ETF - March,2021-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11375837169259027,-0.05513703199989794,0.20385834238756265,2021,3,0,0,0,0,NA,NA,NA,NA
FMAT,Fidelity MSCI Materials Index ETF,2013-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05126390466867869,0.05755186614965302,-0.0996904135515614,0.2038005934589482,0.23513055323847645,-0.1739680043261428,0.23348942468243172,0.19571439011076183,0.27451158875031,-0.12098735841353536,0.13705769467628182,2013,11,1,1,0,0,0.13442779691581008,0.08189275763288273,NA,NA
FMAY,FT Vest U.S. Equity Buffer ETF - May,2020-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11723334861124513,0.10997969921550266,-0.08081343248760808,0.178310447752128,2020,4,0,0,0,0,NA,NA,NA,NA
FMCX,Northern Lights Fund Trust IV FMC Excelsior Focus Equity ETF,2022-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11154048288388108,0.2176455878174821,2022,2,0,0,0,0,NA,NA,NA,NA
FMDE,Fidelity Covington Trust Fidelity Enhanced Mid Cap ETF,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08911158692374754,2023,1,0,0,0,0,NA,NA,NA,NA
FNCL,Fidelity MSCI Financials Index ETF,2013-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04831289743367839,0.14010109226414835,-0.00745396604629677,0.23997397717501667,0.1998689109715306,-0.13439336620991416,0.3159095400137384,-0.02186264339832566,0.34922514492610723,-0.12283051226286056,0.14096653309424578,2013,11,1,1,0,0,0.11689756966982556,0.09739447602119733,NA,NA
FNGD,Bank Of Montreal,2018-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13729706483173854,-0.7245762711864407,-0.9560181009283972,-0.6004115085181565,0.5221420880438805,-0.9013870089811216,2018,6,1,0,0,0,-0.7643564668214049,NA,NA,NA
FNGG,Direxion Daily NYSE FANG+ Bull 2X Shares,2021-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03076092338360048,-0.8715239627661966,2.0423131818196807,2021,3,0,0,0,0,NA,NA,NA,NA
FNGO,Bank Of Montreal,2018-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4028939839167689,0.7960439038090052,2.3799506504301133,0.2837837712696323,-0.7155163438474013,2.40103392664695,2018,6,1,0,0,0,0.49788163085612047,NA,NA,NA
FNGS,MicroSectors FANG  ETNs due January 8 2038,2019-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10908872507979496,1.0198759360842051,0.1696307798588661,-0.4032108586614005,0.952405681708408,2019,5,0,0,0,0,NA,NA,NA,NA
FNGU,Bank Of Montreal,2018-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48590100693049654,1.1725390440075132,3.793345525142082,0.30907943980248365,-0.8846789230295101,4.381007531383113,2018,6,1,0,0,0,0.5327415251621752,NA,NA,NA
FNK,First Trust Mid Cap Value AlphaDEX Fund,2011-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0737953416149767,0.16557084608316863,0.3854993205654853,0.05655746998191358,-0.13481680897300974,0.25998146785266263,0.11812094477329316,-0.14721580028957082,0.2056383269312263,0.01238694258871908,0.3358431239697326,-0.07235427088015756,0.21024367193454777,2011,13,1,1,0,0,0.12853440058195154,0.07232573627168093,NA,NA
FNOV,FT Vest U.S. Equity Buffer ETF - November,2019-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02268201683578574,0.12298947312294684,0.10770108165479608,-0.08876344600065,0.19690313600974285,2019,5,0,0,0,0,NA,NA,NA,NA
FNX,First Trust Mid Cap Core AlphaDEX Fund,2007-05-10,NA,NA,NA,NA,NA,NA,NA,NA,-0.0539618695017533,-0.3645409174273745,0.4680629232091771,0.26620949411355777,0.00844842513708421,0.14043672150195508,0.3788873860241626,0.05512617395239916,-0.08111529553379149,0.1868242962316915,0.17662436348676702,-0.11226685608994258,0.26967894060538433,0.1604438058723754,0.2504841057259912,-0.1356787047668676,0.2038957397008232,2007,17,1,1,1,0,0.13902186127207194,0.08705931456030869,0.1362374231216974,NA
FNY,First Trust Mid Cap Growth AlphaDEX Fund,2011-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08532467540003996,0.11061725737196904,0.36617112547109176,0.04934381266875443,-0.01442688640854206,0.09399711173927504,0.25123891307155777,-0.07525325073619682,0.3253757111458524,0.369734433484985,0.13459790806914418,-0.23800432222659285,0.21132153621123703,2011,13,1,1,0,0,0.13711885609131325,0.09547259904852701,NA,NA
FOCT,FT Vest U.S. Equity Buffer ETF - October,2020-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06384772366168767,0.13127475400186794,-0.07586793971326122,0.1781278814631011,2020,4,0,0,0,0,NA,NA,NA,NA
FOVL,iShares Focused Value Factor ETF,2019-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06217548603054945,-0.13204584405530306,0.40138910952704343,-0.09388689777558612,0.1771336941456314,2019,5,0,0,0,0,NA,NA,NA,NA
