ticker,fund_name,initial_date,return_1999,return_2000,return_2001,return_2002,return_2003,return_2004,return_2005,return_2006,return_2007,return_2008,return_2009,return_2010,return_2011,return_2012,return_2013,return_2014,return_2015,return_2016,return_2017,return_2018,return_2019,return_2020,return_2021,return_2022,return_2023,inception_year,count_year_returns,flag_yrs_5,flag_yrs_10,flag_yrs_15,flag_yrs_20,return_5_yrs,return_10_yrs,return_15_yrs,return_20_yrs
AC,Associated Capital Group Inc. Common Stock,2015-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10068568484073626,0.0806888890758104,0.04731550521186145,0.0387182659389389,0.11859566505542608,-0.09469673006612787,0.23062037604241725,-0.01825925461112476,-0.1446227710983078,2015,9,1,0,0,0,0.009134757218971501,NA,NA,NA
ACA,Arcosa Inc. Common Stock,2018-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04943344778237801,0.6188926489520801,0.2387189397815206,-0.03725719679942207,0.03512620784675269,0.5254216413222834,2018,6,1,0,0,0,0.24973192301183866,NA,NA,NA
ACAB,Atlantic Coastal Acquisition Corp. II Class A Common Stock,2022-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02929292656842341,0.03827285175492467,2022,2,0,0,0,0,NA,NA,NA,NA
ACAC,Acri Capital Acquisition Corporation Class A Common Stock,2022-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01742162164317551,0.08219179360472739,2022,2,0,0,0,0,NA,NA,NA,NA
ACACU,Acri Capital Acquisition Corporation Unit,2022-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02102102532115157,0.08235295767602646,2022,2,0,0,0,0,NA,NA,NA,NA
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,2004-05-27,NA,NA,NA,NA,NA,0.01044778711255745,0.45494836177557807,-0.10761425163097672,0.25938563627599187,-0.9186991869043196,0.4666667638001645,-0.09090909090909094,-0.09999999999999998,3.3055554727713297,4.3741933889451925,0.2705082149178173,0.12283469372846945,-0.19102387326260073,0.04403607666589115,-0.4629691216035766,1.6456399862368931,0.2496493831211679,-0.5634118864142117,-0.31790916999935115,0.9667084997421124,2004,20,1,1,1,0,0.1412863095236634,0.02280226430213861,0.2669594178244119,NA
ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock,2021-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0083316174236937,0.02612706029312583,0.05741385816811317,2021,3,0,0,0,0,NA,NA,NA,NA
ACCD,Accolade Inc. Common Stock,2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.09090737665984,-0.3940229744746767,-0.7044764878042569,0.541720190974813,2020,4,0,0,0,0,NA,NA,NA,NA
ACCO,Acco Brands Corporation Common Stock,2005-08-17,NA,NA,NA,NA,NA,NA,-0.01448095944628302,0.08040794858073386,-0.3940309088280048,-0.7849127203854089,1.1101448212154144,0.1703298640549724,0.1326286475636762,-0.23937805097417145,-0.08446888245571216,0.34077415664164956,-0.20865711279977409,0.8302944512481201,-0.06513403442210852,-0.4322179978545883,0.41916457355772385,-0.05849227988908023,0.00766768469059608,-0.2922221843177949,0.1530331056478862,2005,19,1,1,1,0,0.019019606640974462,0.012531392352082449,0.05416599221836327,NA
ACDC,ProFrac Holding Corp. Class A Common Stock,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39149640605397273,-0.6634920918451916,2022,2,0,0,0,0,NA,NA,NA,NA
ACEL,Accel Entertainment Inc.,2017-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00714292317715614,0.02774927754021416,0.25,-0.19199996948242193,0.2891089075255098,-0.4086021859796696,0.3337663262544688,2017,7,1,0,0,0,0.005342616248461329,NA,NA,NA
ACET,Adicet Bio Inc. Common Stock,2018-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4893365074265206,-0.8271461670732453,0.3470757219213785,0.24483982446148111,-0.48885078917232305,-0.788590595704049,2018,6,1,0,0,0,-0.4997681974799213,NA,NA,NA
ACHC,Acadia Healthcare Company Inc. Common Stock,1999-12-31,0,-0.8333333333333334,1.9600000381469729,1.2162161683235149,0.6951219485601734,0.03597127484902662,0.4444443340654771,0.5288462420187086,-0.05660379338946264,-0.5499999920527141,-0.1629629812776957,0.47787607445284785,0.49251504838862226,1.3420260537694384,1.0269807733542993,0.29326001936283186,0.02042150006038956,-0.47006085559886535,-0.01419931805656493,-0.21207483166172905,0.29210433308673567,0.5129439035122774,0.20771991225740605,0.35617790214402945,-0.05539355655367495,1999,25,1,1,1,1,0.24775937191498154,0.05090140885062189,0.19460455515008102,0.14099587369816868
ACHR,Archer Aviation Inc. Class A Common Stock,2020-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00902709630665965,-0.399602414521255,-0.690397348248547,2.2834223801224693,2020,4,0,0,0,0,NA,NA,NA,NA
ACHV,Achieve Life Sciences Inc. Common Shares,1999-12-31,0,-0.75,11.928,-0.7376237623762376,1.3962264150943398,-0.3051181102362205,0.4249291784702549,0.21471172962226648,-0.9279869067103108,-0.6212121212121212,6.426666666666667,-0.24640933572710955,-0.30077427039904703,0.11754684838160134,-0.364329268292683,-0.7254196642685851,-0.47161572052401746,-0.5867768595041323,-0.7563636363636363,-0.9097014896905244,-0.561983469120263,-0.2358490481161064,-0.03950619217172357,-0.6850899766564313,0.6816325736214663,1999,25,1,1,1,1,-0.29819515053674484,-0.5683508925272425,-0.38855572282843165,-0.4171364255837402
ACI,Albertsons Companies Inc. Class A Common Stock,2020-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1456577418605709,0.7517851500985002,-0.0681377917542485,0.1341507967724518,2020,4,0,0,0,0,NA,NA,NA,NA
ACIC,American Coastal Insurance Corporation Common Stock,2007-11-07,NA,NA,NA,NA,NA,NA,NA,NA,0.01258743032025355,-0.6408840587682272,0.5140141519976924,-0.17238728299921555,0.4355573978680032,0.3845249027683912,1.382447314289775,0.5745277964428399,-0.21204170881909432,-0.10190057053505797,0.15643401826771353,-0.02500454638981419,-0.22767073430846452,-0.53074478493332,-0.20433782262570244,-0.7513196782096117,7.924528819634535,2007,17,1,1,1,0,-0.08539534782548097,-0.021576565209810328,0.10978285901876239,NA
ACIW,ACI Worldwide Inc. Common Stock,1999-12-31,0,-0.5870535233039013,0.06032433914396229,-0.46982052800103424,2.426153267177689,-0.1086663303326636,0.4503779000466699,0.13129550469624118,-0.4154129377619896,-0.16491595557450545,0.07861640935155001,0.5667637579324565,0.0658727354849673,0.5254886764832516,0.487754801479769,-0.069076974189349,0.06098163299870096,-0.15186916158567698,0.2490358431274549,0.2205557998752945,0.3693530641552254,0.01425180586502916,-0.09705957618048656,-0.33717580708053974,0.33043479919433594,1999,25,1,1,1,1,0.020334224777064147,0.03512531651976536,0.12399152453291329,0.07338648790471414
ACLS,Axcelis Technologies Inc. Common Stock,2000-07-11,NA,-0.629242819843342,0.452394404881437,-0.5647788996048799,0.8306595745711673,-0.2083739287182803,-0.41328414344622233,0.22222221111490437,-0.2109777075762964,-0.8891304345572604,1.7647058686033112,1.4539007943650697,-0.6156069282508925,0.03759394789693759,0.7681159896025311,0.0491802798135097,0.01171873908606335,0.4044402193929679,0.9725086176435253,-0.3797909838369819,0.3539326637324929,0.2082987708839832,1.5604394028086364,0.06437772544165754,0.6341986069048713,2000,24,1,1,1,1,0.4876381355290804,0.2952263379633968,0.318919904924853,0.05916544164961768
ACLX,Arcellx Inc. Common Stock,2022-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8440476755436341,0.7914783996150332,2022,2,0,0,0,0,NA,NA,NA,NA
ACM,AECOM Common Stock,2007-05-10,NA,NA,NA,NA,NA,NA,NA,NA,0.35402834778617587,0.07560375479213555,-0.10510906261278063,0.01709094069403693,-0.2645691459927535,0.15702486214378797,0.23655456060179203,0.03194018722120262,-0.01119527011715537,0.21078909718912864,0.02172745243178719,-0.2866758767951977,0.6275474766646343,0.1541850168621306,0.5538368659748452,0.10719937778946108,0.0977304840987836,2007,17,1,1,1,0,0.2882116294233492,0.12315362035114874,0.07739417213510924,NA
ACMR,ACM Research Inc. Class A Common Stock,2017-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06250018360355736,1.072381155831473,0.6957719186417715,3.4037937628925325,0.04947693103388539,-0.7287439776588558,1.5343710530283734,2017,7,1,0,0,0,0.4005008582116707,NA,NA,NA
ACNB,ACNB Corporation Common Stock,1999-12-31,0,-0.10204057995253868,0.18343323718410745,0.20993372453524772,0.3024723014759705,0.00478937760883968,-0.2069404095250975,0.09760427488489842,-0.17301266660307524,-0.14049737964548692,0.1163792711389886,0.27887286057118454,-0.071186967957793,0.23093787695732892,0.1666102291813405,0.25305763694415084,0.01839105211662128,0.5131998955175268,-0.02724615920198536,0.36481591484242326,-0.00980194768564424,-0.3133213782933001,0.29727828598952954,0.31236309078732005,0.1621556439040528,1999,25,1,1,1,1,0.06112222134252865,0.13179716153479482,0.13369010745815335,0.07287568599187666
ACNT,Ascent Industries Co. Common Stock,1999-12-31,0,-0.34631414786597037,-0.2509350768346733,0.1988470734289658,0.6634616714209092,0.4306358183201304,0.05656564277781228,0.772466635334736,-0.06765479377574479,-0.715377295276377,1.003385118260455,0.3634090323933743,-0.1317691818417609,0.4192586515984722,0.09090523449626642,0.16873177235932357,-0.5939113055103156,0.5915698102678373,0.23461082935607447,0.25709512988509875,-0.2218203900740612,-0.3958171740568671,1.106410244026912,-0.4723067610922247,0.10265286453182942,1999,25,1,1,1,1,-0.10438304992106295,-0.03846052390332222,0.0624366363106692,0.028773515089044688
ACON,Aclarion Inc. Common Stock,2022-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7867647142610334,-0.6551723987324763,2022,2,0,0,0,0,NA,NA,NA,NA
ACOR,Acorda Therapeutics Inc. Common Stock,2006-02-10,NA,NA,NA,NA,NA,NA,NA,1.3571428463302233,0.3863635750622585,-0.06602914512146307,0.22866896635527456,0.08174601559916495,-0.12545851934142038,0.04278520003307773,0.17457765397976144,0.399657506376641,0.04673358614230616,-0.5605423178502005,0.14095744680851063,-0.2736596831445465,-0.8690628978131876,-0.6617646976325753,-0.4227053445012431,-0.6778242706206936,-0.0201298359494354,2006,18,1,1,1,0,-0.6185934824434659,-0.4200206716869942,-0.28796257148234083,NA
ACP,abrdn Income Credit Strategies Fund Common Shares,2011-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17073914170049065,0.28270542787381103,0.08817097225106485,-0.03937321174038089,-0.1654371987905502,0.34866257596871675,0.15608353338300085,-0.17636728320389217,0.26929982740360847,0.0750879958260009,0.08130780298436724,-0.22866019312734376,0.19270360273395729,2011,13,1,1,0,0,0.0630340345458833,0.034040543899056086,NA,NA
ACR,ACRES Commercial Realty Corp. Common Stock,2006-02-07,NA,NA,NA,NA,NA,NA,NA,0.33970868981652713,-0.37824982884493696,-0.4694478118280957,0.6748055634006735,0.7394892641096538,-0.10603366304412032,0.14881226429851613,0.20536702717963795,-0.01257691489868284,-0.2616258260608655,-0.2714097766787409,0.14785524958302831,0.12001796977150404,0.282397061457085,-0.6621507151023034,0.04177109347083663,-0.33761026046473996,0.16464886428475922,2006,18,1,1,1,0,-0.19022328415539147,-0.13379603888172087,-0.010190033393555287,NA
ACRE,Ares Commercial Real Estate Corporation Common Stock,2012-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0578015823831528,-0.1410543886980541,-0.04920786134586907,0.08599556871033198,0.30761700228081734,0.01934118257548878,0.07853377344684209,0.32329151040443227,-0.13838510959199268,0.3430272216131549,-0.2043558660574404,0.1555573780815227,2012,12,1,1,0,0,0.0708109004876405,0.0764928340090103,NA,NA
